DATASET_COLORSTRIP
#=================================================================
# Color strip for All family genes
#=================================================================

SEPARATOR SPACE
NIC_SLYcer04g02440 #CC6DA3
NIC_SLYcer12g04483 #CC6DA3
NIC_SLYcer10g04558 #CC6DA3
NIC_SLYcer04g04246 #CC6DA3
NIC_SLYcer04g04254 #CC6DA3
NIC_SLYcer10g04571 #CC6DA3
NIC_SLYcer04g03107 #CC6DA3
NIC_SLYcer10g04303 #CC6DA3
NIC_SLYcer04g04271 #CC6DA3
NIC_SLYcer04g04264 #CC6DA3
NIC_SLYcer04g02718 #CC6DA3
NIC_SLYcer04g01999 #CC6DA3
NIC_SLYcer02g03700 #CC6DA3
NIC_SLYcer02g03706 #CC6DA3
NIC_SLYcer12g04995 #CC6DA3
NIC_SLYcer04g04265 #CC6DA3
NIC_SLYcer03g02851 #CC6DA3
NIC_SLYcer12g03328 #CC6DA3
NIC_SLYcer04g04270 #CC6DA3
NIC_SLYcer04g04263 #CC6DA3
NIC_SLYcer12g03332 #CC6DA3
NIC_SLYcer04g04256 #CC6DA3
NIC_SLYcer02g03701 #CC6DA3
NIC_SLYcer04g02002 #CC6DA3
NIC_SLYcer02g03704 #CC6DA3
NIC_SLYcer01g07556 #CC6DA3
NIC_SLYcer01g02268 #CC6DA3
NIC_SLYcer04g01998 #CC6DA3
NIC_SLYcer01g06839 #CC6DA3
NIC_SLYcer10g04298 #CC6DA3
NIC_SLYcer04g04262 #CC6DA3
NIC_SLYcer12g03354 #CC6DA3
NIC_SLYcer04g02003 #CC6DA3
NIC_SLYcer12g03350 #CC6DA3
MAL_SLYcer06g00684 #E0BE68
MAL_SLYcer01g08390 #E0BE68
MAL_SLYcer10g04538 #E0BE68
MAL_SLYcer01g05333 #E0BE68
MAL_SLYcer09g01522 #E0BE68
MAL_SLYcer02g03804 #E0BE68
MAL_SLYcer01g06969 #E0BE68
MAL_SLYcer02g05320 #E0BE68
MAL_SLYcer02g05319 #E0BE68
MAL_SLYcer02g01420 #E0BE68
MAL_SLYcer07g00535 #E0BE68
MAL_SLYcer02g04184 #E0BE68
MAL_SLYcer03g00209 #E0BE68
MAL_SLYcer05g00639 #E0BE68
MAL_SLYcer03g01107 #E0BE68
MAL_SLYcer10g02176 #E0BE68
MAL_SLYcer06g00276 #E0BE68
MAL_SLYcer07g05093 #E0BE68
MAL_SLYcer02g03983 #E0BE68
MAL_SLYcer02g03982 #E0BE68
MAL_SLYcer12g00858 #E0BE68
MAL_SLYcer07g05693 #E0BE68
MAL_SLYcer02g03988 #E0BE68
MAL_SLYcer12g00730 #E0BE68
MAL_SLYcer09g03237 #E0BE68
MAL_SLYcer11g04199 #E0BE68
MAL_SLYcer01g08222 #E0BE68
MAL_SLYcer02g02143 #E0BE68
MAL_SLYcer02g05556 #E0BE68
MAL_SLYcer09g04418 #E0BE68
MAL_SLYcer11g00615 #E0BE68
MAL_SLYcer09g00316 #E0BE68
MAL_SLYcer05g01083 #E0BE68
MAL_SLYcer12g03663 #E0BE68
MAL_SLYcer10g00417 #E0BE68
Lys_SLYcer02g04490 #15E2D7
Lys_SLYcer02g04491 #15E2D7
Lys_SLYcer01g07714 #15E2D7
Lys_SLYcer10g04957 #15E2D7
CRL_SPI07g00070 #917FC9
CRL_SPI07g00077 #917FC9
CRL_SPI07g00073 #917FC9
CRL_SPI07g00072 #917FC9
CRL_SPI11g04265 #917FC9
CRL_SPI11g04253 #917FC9
CRL_SPI11g04254 #917FC9
CRL_SPI07g00071 #917FC9
CRL_SPI11g00338 #917FC9
CRL_SPI07g00074 #917FC9
CRL_SPI03g00596 #917FC9
GNA_SPI07g06129 #6B9CD1
GNA_SPI02g03257 #6B9CD1
GNA_SPI02g03256 #6B9CD1
GNA_SPI03g03154 #6B9CD1
GNA_SPI01g00344 #6B9CD1
GNA_SPI07g05819 #6B9CD1
GNA_SPI04g04849 #6B9CD1
GNA_SPI04g04848 #6B9CD1
GNA_SPI04g03955 #6B9CD1
GNA_SPI04g04834 #6B9CD1
GNA_SPI04g04833 #6B9CD1
GNA_SPI07g05811 #6B9CD1
GNA_SPI04g04842 #6B9CD1
GNA_SPI04g04843 #6B9CD1
GNA_SPI04g04827 #6B9CD1
GNA_SPI04g04844 #6B9CD1
GNA_SPI04g04845 #6B9CD1
GNA_SPI04g04836 #6B9CD1
GNA_SPI02g03249 #6B9CD1
GNA_SPI07g06133 #6B9CD1
GNA_SPI07g06132 #6B9CD1
GNA_SPI04g04949 #6B9CD1
GNA_SPI01g01873 #6B9CD1
GNA_SPI07g06131 #6B9CD1
GNA_SPI03g00460 #6B9CD1
GNA_SPI02g03259 #6B9CD1
GNA_SPI03g00458 #6B9CD1
GNA_SPI10g00271 #6B9CD1
GNA_SPI03g00472 #6B9CD1
GNA_SPI07g06128 #6B9CD1
GNA_SPI01g01891 #6B9CD1
GNA_SPI02g03251 #6B9CD1
GNA_SPI04g04847 #6B9CD1
GNA_SPI02g03250 #6B9CD1
GNA_SPI11g00310 #6B9CD1
GNA_SPI07g05534 #6B9CD1
GNA_SPI03g00459 #6B9CD1
GNA_SPI07g00717 #6B9CD1
GNA_SPI04g04829 #6B9CD1
GNA_SPI03g02765 #6B9CD1
GNA_SPI09g00919 #6B9CD1
GNA_SPI09g04225 #6B9CD1
GNA_SPI03g05279 #6B9CD1
GNA_SPI12g00339 #6B9CD1
GNA_SPI07g05540 #6B9CD1
GNA_SPI04g04839 #6B9CD1
GNA_SPI07g05542 #6B9CD1
GNA_SPI01g01914 #6B9CD1
GNA_SPI02g03171 #6B9CD1
GNA_SPI04g00440 #6B9CD1
GNA_SPI04g04828 #6B9CD1
GNA_SPI07g05543 #6B9CD1
GNA_SPI04g01046 #6B9CD1
GNA_SPI01g01916 #6B9CD1
GNA_SPI03g00461 #6B9CD1
GNA_SPI11g01109 #6B9CD1
GNA_SPI07g05814 #6B9CD1
GNA_SPI10g00272 #6B9CD1
GNA_SPI08g05711 #6B9CD1
GNA_SPI02g03258 #6B9CD1
GNA_SPI07g05813 #6B9CD1
GNA_SPI02g01353 #6B9CD1
GNA_SPI06g02759 #6B9CD1
GNA_SPI07g05797 #6B9CD1
GNA_SPI01g07207 #6B9CD1
GNA_SPI07g05816 #6B9CD1
GNA_SPI07g00712 #6B9CD1
GNA_SPI11g01004 #6B9CD1
GNA_SPI07g06006 #6B9CD1
GNA_SPI02g02974 #6B9CD1
GNA_SPI01g01908 #6B9CD1
GNA_SPI02g02903 #6B9CD1
GNA_SPI08g04206 #6B9CD1
GNA_SPI05g02147 #6B9CD1
GNA_SPI03g00199 #6B9CD1
GNA_SPI04g04831 #6B9CD1
GNA_SPI07g06134 #6B9CD1
GNA_SPI10g00268 #6B9CD1
GNA_SPI05g03039 #6B9CD1
GNA_SPI09g00423 #6B9CD1
GNA_SPI02g01121 #6B9CD1
GNA_SPI08g05712 #6B9CD1
GNA_SPI04g00441 #6B9CD1
GNA_SPI03g00593 #6B9CD1
GNA_SPI08g03665 #6B9CD1
GNA_SPI01g01889 #6B9CD1
GNA_SPI07g05796 #6B9CD1
GNA_SPI11g03075 #6B9CD1
GNA_SPI02g00380 #6B9CD1
GNA_SPI01g01911 #6B9CD1
GNA_SPI01g01874 #6B9CD1
GNA_SPI02g01347 #6B9CD1
GNA_SPI07g05808 #6B9CD1
GNA_SPI01g01886 #6B9CD1
GNA_SPI06g05417 #6B9CD1
GNA_SPI01g01888 #6B9CD1
GNA_SPI01g02234 #6B9CD1
HEV_SPI01g07448 #33A02C
HEV_SPI01g07445 #33A02C
HEV_SPI03g04875 #33A02C
HEV_SPI11g01438 #33A02C
HEV_SPI11g01464 #33A02C
HEV_SPI10g03343 #33A02C
HEV_SPI03g04874 #33A02C
HEV_SPI11g01355 #33A02C
HEV_SPI10g03415 #33A02C
HEV_SPI10g03418 #33A02C
HEV_SPI07g00729 #33A02C
HEV_SPI07g00730 #33A02C
HEV_SPI07g00738 #33A02C
HEV_SPI10g00821 #33A02C
HEV_SPI10g00822 #33A02C
HEV_SPI10g00823 #33A02C
HEV_SPI10g00824 #33A02C
HEV_SPI10g03345 #33A02C
HEV_SPI07g00737 #33A02C
HEV_SPI06g03531 #33A02C
HEV_SPI04g04353 #33A02C
HEV_SPI07g00337 #33A02C
HEV_SPI09g02530 #33A02C
HEV_SPI08g06181 #33A02C
JRL_SPI10g03707 #666600
JRL_SPI04g05139 #666600
JRL_SPI04g05138 #666600
JRL_SPI03g05391 #666600
JRL_SPI09g04634 #666600
JRL_SPI09g04475 #666600
JRL_SPI09g04476 #666600
JRL_SPI01g00305 #666600
JRL_SPI09g04477 #666600
JRL_SPI10g00585 #666600
JRL_SPI04g05187 #666600
JRL_SPI09g01947 #666600
LEG_SPI10g04327 #EA8181
LEG_SPI09g00992 #EA8181
LEG_SPI02g03107 #EA8181
LEG_SPI09g00991 #EA8181
LEG_SPI09g00887 #EA8181
LEG_SPI05g04608 #EA8181
LEG_SPI09g00056 #EA8181
LEG_SPI03g04457 #EA8181
LEG_SPI09g00245 #EA8181
LEG_SPI07g06317 #EA8181
LEG_SPI03g00853 #EA8181
LEG_SPI02g02512 #EA8181
LEG_SPI03g01231 #EA8181
LEG_SPI10g03910 #EA8181
LEG_SPI03g03281 #EA8181
LEG_SPI09g00976 #EA8181
LEG_SPI10g02156 #EA8181
LEG_SPI10g02138 #EA8181
LEG_SPI08g04252 #EA8181
LEG_SPI10g02089 #EA8181
LEG_SPI10g04265 #EA8181
LEG_SPI10g02103 #EA8181
LEG_SPI10g02155 #EA8181
LEG_SPI01g08236 #EA8181
LEG_SPI10g02104 #EA8181
LEG_SPI10g02105 #EA8181
LEG_SPI09g00990 #EA8181
NIC_SPI12g04916 #CC6DA3
NIC_SPI12g04953 #CC6DA3
NIC_SPI12g04190 #CC6DA3
NIC_SPI12g04954 #CC6DA3
NIC_SPI04g03884 #CC6DA3
NIC_SPI12g04915 #CC6DA3
NIC_SPI05g04681 #CC6DA3
NIC_SPI10g03084 #CC6DA3
NIC_SPI05g04930 #CC6DA3
NIC_SPI04g03300 #CC6DA3
NIC_SPI01g07715 #CC6DA3
NIC_SPI01g07716 #CC6DA3
NIC_SPI11g00425 #CC6DA3
NIC_SPI10g04391 #CC6DA3
NIC_SPI09g00398 #CC6DA3
NIC_SPI02g02598 #CC6DA3
NIC_SPI02g02600 #CC6DA3
NIC_SPI10g04207 #CC6DA3
NIC_SPI02g02602 #CC6DA3
NIC_SPI02g02594 #CC6DA3
NIC_SPI08g06163 #CC6DA3
NIC_SPI02g02603 #CC6DA3
NIC_SPI02g02599 #CC6DA3
NIC_SPI02g02601 #CC6DA3
NIC_SPI10g00819 #CC6DA3
NIC_SPI12g04437 #CC6DA3
NIC_SPI02g02597 #CC6DA3
NIC_SPI02g01454 #CC6DA3
NIC_SPI04g02215 #CC6DA3
NIC_SPI02g02595 #CC6DA3
NIC_SPI01g08233 #CC6DA3
NIC_SPI02g01452 #CC6DA3
NIC_SPI10g03068 #CC6DA3
NIC_SPI04g02483 #CC6DA3
NIC_SPI04g02864 #CC6DA3
NIC_SPI10g03059 #CC6DA3
NIC_SPI04g03906 #CC6DA3
NIC_SPI04g03900 #CC6DA3
NIC_SPI04g03887 #CC6DA3
NIC_SPI10g03054 #CC6DA3
NIC_SPI10g01412 #CC6DA3
NIC_SPI04g01781 #CC6DA3
NIC_SPI03g02949 #CC6DA3
NIC_SPI04g03901 #CC6DA3
NIC_SPI10g02802 #CC6DA3
NIC_SPI04g03905 #CC6DA3
NIC_SPI12g03306 #CC6DA3
NIC_SPI04g03886 #CC6DA3
NIC_SPI04g03899 #CC6DA3
NIC_SPI01g02302 #CC6DA3
NIC_SPI01g02330 #CC6DA3
NIC_SPI04g03898 #CC6DA3
NIC_SPI04g01784 #CC6DA3
NIC_SPI04g01780 #CC6DA3
NIC_SPI01g07717 #CC6DA3
NIC_SPI01g07021 #CC6DA3
NIC_SPI04g02476 #CC6DA3
NIC_SPI10g02797 #CC6DA3
NIC_SPI03g00729 #CC6DA3
NIC_SPI12g03885 #CC6DA3
NIC_SPI12g03329 #CC6DA3
NIC_SPI12g03325 #CC6DA3
NIC_SPI04g01785 #CC6DA3
NIC_SPI05g00209 #CC6DA3
MAL_SPI06g00524 #E0BE68
MAL_SPI01g08857 #E0BE68
MAL_SPI01g08615 #E0BE68
MAL_SPI07g00585 #E0BE68
MAL_SPI03g04817 #E0BE68
MAL_SPI10g03031 #E0BE68
MAL_SPI01g05485 #E0BE68
MAL_SPI10g00286 #E0BE68
MAL_SPI02g04242 #E0BE68
MAL_SPI09g01386 #E0BE68
MAL_SPI02g02702 #E0BE68
MAL_SPI01g07218 #E0BE68
MAL_SPI02g04243 #E0BE68
MAL_SPI03g01314 #E0BE68
MAL_SPI03g00348 #E0BE68
MAL_SPI02g03077 #E0BE68
MAL_SPI05g04802 #E0BE68
MAL_SPI06g00046 #E0BE68
MAL_SPI05g00672 #E0BE68
MAL_SPI07g05832 #E0BE68
MAL_SPI02g02874 #E0BE68
MAL_SPI02g02873 #E0BE68
MAL_SPI02g00383 #E0BE68
MAL_SPI12g00907 #E0BE68
MAL_SPI02g02887 #E0BE68
MAL_SPI02g02884 #E0BE68
MAL_SPI07g06410 #E0BE68
MAL_SPI02g02885 #E0BE68
MAL_SPI03g00309 #E0BE68
MAL_SPI11g04273 #E0BE68
MAL_SPI12g00748 #E0BE68
MAL_SPI09g03166 #E0BE68
MAL_SPI01g08444 #E0BE68
MAL_SPI02g04477 #E0BE68
MAL_SPI02g01182 #E0BE68
MAL_SPI03g05384 #E0BE68
MAL_SPI09g04210 #E0BE68
MAL_SPI02g00392 #E0BE68
MAL_SPI09g00216 #E0BE68
MAL_SPI11g00755 #E0BE68
MAL_SPI12g03673 #E0BE68
MAL_SPI08g04144 #E0BE68
MAL_SPI03g02386 #E0BE68
MAL_SPI06g04802 #E0BE68
Lys_SPI02g03386 #15E2D7
Lys_SPI02g03385 #15E2D7
Lys_SPI07g05023 #15E2D7
Lys_SPI07g05022 #15E2D7
CRL_Solyd07g050980 #917FC9
CRL_Solyd07g051010 #917FC9
CRL_Solyd07g051020 #917FC9
CRL_Solyd07g050970 #917FC9
CRL_Solyd07g050990 #917FC9
CRL_Solyd11g071250 #917FC9
CRL_Solyd11g071240 #917FC9
CRL_Solyd11g071320 #917FC9
CRL_Solyd01g077660 #917FC9
CRL_Solyd11g050900 #917FC9
CRL_Solyd03g067260 #917FC9
CRL_Solyd05g066960 #917FC9
CRL_Solyd01g077710 #917FC9
CRL_Solyd05g066990 #917FC9
CRL_Solyd05g067160 #917FC9
GNA_Solyd07g069200 #6B9CD1
GNA_Solyd07g072410 #6B9CD1
GNA_Solyd02g067990 #6B9CD1
GNA_Solyd04g074230 #6B9CD1
GNA_Solyd07g069270 #6B9CD1
GNA_Solyd07g072400 #6B9CD1
GNA_Solyd07g072430 #6B9CD1
GNA_Solyd04g074270 #6B9CD1
GNA_Solyd03g052210 #6B9CD1
GNA_Solyd08g067560 #6B9CD1
GNA_Solyd01g051790 #6B9CD1
GNA_Solyd02g068000 #6B9CD1
GNA_Solyd02g068030 #6B9CD1
GNA_Solyd03g052230 #6B9CD1
GNA_Solyd11g055120 #6B9CD1
GNA_Solyd02g068190 #6B9CD1
GNA_Solyd07g066090 #6B9CD1
GNA_Solyd04g067860 #6B9CD1
Contig2442g050040 #6B9CD1
GNA_Solyd04g074180 #6B9CD1
GNA_Solyd04g074210 #6B9CD1
GNA_Solyd10g051790 #6B9CD1
GNA_Solyd04g074250 #6B9CD1
GNA_Solyd02g051450 #6B9CD1
GNA_Solyd02g052950 #6B9CD1
GNA_Solyd02g052990 #6B9CD1
GNA_Solyd02g051460 #6B9CD1
GNA_Solyd02g051470 #6B9CD1
GNA_Solyd07g072450 #6B9CD1
GNA_Solyd04g051330 #6B9CD1
GNA_Solyd07g072420 #6B9CD1
GNA_Solyd04g074220 #6B9CD1
Contig1395g050070 #6B9CD1
GNA_Solyd04g074260 #6B9CD1
GNA_Solyd02g067930 #6B9CD1
GNA_Solyd04g075340 #6B9CD1
GNA_Solyd10g051760 #6B9CD1
GNA_Solyd08g067580 #6B9CD1
GNA_Solyd02g068020 #6B9CD1
GNA_Solyd01g050640 #6B9CD1
GNA_Solyd07g066070 #6B9CD1
Contig1217g050020 #6B9CD1
GNA_Solyd07g066190 #6B9CD1
GNA_Solyd10g050390 #6B9CD1
GNA_Solyd02g068070 #6B9CD1
GNA_Solyd02g068040 #6B9CD1
Contig2002g050010 #6B9CD1
Contig1579g050010 #6B9CD1
GNA_Solyd12g050330 #6B9CD1
GNA_Solyd07g072440 #6B9CD1
GNA_Solyd11g050590 #6B9CD1
GNA_Solyd01g058470 #6B9CD1
GNA_Solyd11g050550 #6B9CD1
GNA_Solyd07g066080 #6B9CD1
GNA_Solyd03g059700 #6B9CD1
GNA_Solyd07g055010 #6B9CD1
GNA_Solyd03g059650 #6B9CD1
GNA_Solyd03g059670 #6B9CD1
GNA_Solyd09g068810 #6B9CD1
GNA_Solyd10g051780 #6B9CD1
GNA_Solyd04g074190 #6B9CD1
GNA_Solyd01g057800 #6B9CD1
GNA_Solyd02g068080 #6B9CD1
GNA_Solyd06g061020 #6B9CD1
GNA_Solyd12g051970 #6B9CD1
GNA_Solyd08g067540 #6B9CD1
GNA_Solyd04g063900 #6B9CD1
GNA_Solyd03g067220 #6B9CD1
GNA_Solyd01g058460 #6B9CD1
GNA_Solyd07g055000 #6B9CD1
GNA_Solyd02g068050 #6B9CD1
Contig2971g050050 #6B9CD1
GNA_Solyd07g066100 #6B9CD1
GNA_Solyd07g069180 #6B9CD1
GNA_Solyd03g059640 #6B9CD1
GNA_Solyd07g068670 #6B9CD1
GNA_Solyd07g069260 #6B9CD1
GNA_Solyd09g068800 #6B9CD1
GNA_Solyd08g060190 #6B9CD1
GNA_Solyd02g067240 #6B9CD1
Contig1814g050050 #6B9CD1
GNA_Solyd07g069110 #6B9CD1
GNA_Solyd07g068960 #6B9CD1
Contig1014g050040 #6B9CD1
GNA_Solyd07g068900 #6B9CD1
GNA_Solyd07g069170 #6B9CD1
GNA_Solyd07g068720 #6B9CD1
GNA_Solyd07g068850 #6B9CD1
GNA_Solyd05g053420 #6B9CD1
GNA_Solyd09g068820 #6B9CD1
GNA_Solyd07g068800 #6B9CD1
GNA_Solyd07g068890 #6B9CD1
Contig2936g050010 #6B9CD1
GNA_Solyd07g069280 #6B9CD1
GNA_Solyd07g068950 #6B9CD1
GNA_Solyd07g068660 #6B9CD1
GNA_Solyd03g081580 #6B9CD1
GNA_Solyd07g069300 #6B9CD1
GNA_Solyd07g069250 #6B9CD1
Contig959g050040 #6B9CD1
GNA_Solyd02g068060 #6B9CD1
GNA_Solyd11g058260 #6B9CD1
GNA_Solyd07g068830 #6B9CD1
Contig2936g050040 #6B9CD1
Contig1814g050040 #6B9CD1
GNA_Solyd03g050160 #6B9CD1
GNA_Solyd07g068870 #6B9CD1
GNA_Solyd07g068940 #6B9CD1
GNA_Solyd02g065170 #6B9CD1
GNA_Solyd04g057820 #6B9CD1
GNA_Solyd01g058500 #6B9CD1
GNA_Solyd03g050200 #6B9CD1
GNA_Solyd07g071120 #6B9CD1
GNA_Solyd07g068710 #6B9CD1
GNA_Solyd02g064390 #6B9CD1
GNA_Solyd07g069150 #6B9CD1
GNA_Solyd07g071130 #6B9CD1
GNA_Solyd09g055610 #6B9CD1
GNA_Solyd01g058520 #6B9CD1
GNA_Solyd11g057500 #6B9CD1
GNA_Solyd04g051300 #6B9CD1
GNA_Solyd01g059760 #6B9CD1
GNA_Solyd01g059770 #6B9CD1
Contig1395g050010 #6B9CD1
GNA_Solyd08g067570 #6B9CD1
GNA_Solyd02g068090 #6B9CD1
GNA_Solyd01g051870 #6B9CD1
GNA_Solyd09g059220 #6B9CD1
GNA_Solyd09g057710 #6B9CD1
GNA_Solyd05g060910 #6B9CD1
GNA_Solyd01g059780 #6B9CD1
GNA_Solyd10g057690 #6B9CD1
GNA_Solyd07g069100 #6B9CD1
Contig2971g050070 #6B9CD1
GNA_Solyd07g068860 #6B9CD1
GNA_Solyd04g052690 #6B9CD1
GNA_Solyd11g050600 #6B9CD1
GNA_Solyd07g062540 #6B9CD1
GNA_Solyd03g072970 #6B9CD1
Contig395g050010 #6B9CD1
Contig1148g050010 #6B9CD1
GNA_Solyd04g050340 #6B9CD1
HEV_Solyd03g061140 #33A02C
HEV_Solyd01g079520 #33A02C
HEV_Solyd01g079530 #33A02C
HEV_Solyd01g079490 #33A02C
HEV_Solyd03g077780 #33A02C
HEV_Solyd03g077770 #33A02C
HEV_Solyd10g064040 #33A02C
HEV_Solyd03g077800 #33A02C
HEV_Solyd03g077710 #33A02C
HEV_Solyd03g077730 #33A02C
HEV_Solyd03g077840 #33A02C
HEV_Solyd10g064060 #33A02C
HEV_Solyd10g064090 #33A02C
HEV_Solyd07g055110 #33A02C
HEV_Solyd07g055150 #33A02C
HEV_Solyd07g055170 #33A02C
HEV_Solyd10g055860 #33A02C
HEV_Solyd03g077740 #33A02C
HEV_Solyd03g077720 #33A02C
HEV_Solyd03g077750 #33A02C
HEV_Solyd03g077760 #33A02C
HEV_Solyd03g077850 #33A02C
HEV_Solyd03g077790 #33A02C
HEV_Solyd03g077830 #33A02C
HEV_Solyd03g077820 #33A02C
HEV_Solyd06g061650 #33A02C
Contig680g050010 #33A02C
HEV_Solyd04g070430 #33A02C
JRL_Solyd03g075880 #666600
JRL_Solyd10g074100 #666600
JRL_Solyd04g077470 #666600
JRL_Solyd03g082750 #666600
JRL_Solyd09g070210 #666600
JRL_Solyd09g070240 #666600
JRL_Solyd09g071520 #666600
JRL_Solyd01g051530 #666600
JRL_Solyd03g075960 #666600
JRL_Solyd10g073100 #666600
JRL_Solyd07g069360 #666600
JRL_Solyd07g069370 #666600
JRL_Solyd07g069400 #666600
Contig2964g050010 #666600
JRL_Solyd12g062810 #666600
JRL_Solyd07g069340 #666600
JRL_Solyd07g069230 #666600
JRL_Solyd04g059530 #666600
JRL_Solyd10g073080 #666600
JRL_Solyd09g070230 #666600
JRL_Solyd11g061350 #666600
JRL_Solyd03g059080 #666600
JRL_Solyd06g074720 #666600
JRL_Solyd11g070300 #666600
LEG_Solyd09g056200 #EA8181
LEG_Solyd09g055230 #EA8181
LEG_Solyd10g059910 #EA8181
LEG_Solyd04g068950 #EA8181
LEG_Solyd10g066320 #EA8181
LEG_Solyd09g055280 #EA8181
LEG_Solyd05g070210 #EA8181
LEG_Solyd05g070080 #EA8181
LEG_Solyd09g056190 #EA8181
LEG_Solyd09g055170 #EA8181
LEG_Solyd07g074350 #EA8181
LEG_Solyd07g074400 #EA8181
LEG_Solyd10g059930 #EA8181
LEG_Solyd10g059920 #EA8181
LEG_Solyd10g059940 #EA8181
LEG_Solyd09g050010 #EA8181
LEG_Solyd03g073540 #EA8181
Contig859g050040 #EA8181
LEG_Solyd10g072330 #EA8181
LEG_Solyd10g072280 #EA8181
LEG_Solyd03g054770 #EA8181
LEG_Solyd03g054800 #EA8181
LEG_Solyd01g086830 #EA8181
LEG_Solyd03g052850 #EA8181
LEG_Solyd02g060420 #EA8181
LEG_Solyd02g060330 #EA8181
LEG_Solyd03g069390 #EA8181
LEG_Solyd09g056040 #EA8181
LEG_Solyd07g074410 #EA8181
LEG_Solyd10g059900 #EA8181
LEG_Solyd10g059950 #EA8181
LEG_Solyd08g059330 #EA8181
LEG_Solyd10g059870 #EA8181
LEG_Solyd02g066560 #EA8181
LEG_Solyd09g051410 #EA8181
NIC_Solyd01g081950 #CC6DA3
NIC_Solyd11g051720 #CC6DA3
NIC_Solyd02g061180 #CC6DA3
NIC_Solyd05g070790 #CC6DA3
NIC_Solyd05g073190 #CC6DA3
NIC_Solyd04g064580 #CC6DA3
NIC_Solyd11g051710 #CC6DA3
NIC_Solyd12g067990 #CC6DA3
NIC_Solyd01g086790 #CC6DA3
NIC_Solyd01g076140 #CC6DA3
Contig2384g050020 #CC6DA3
NIC_Solyd11g051750 #CC6DA3
NIC_Solyd03g065100 #CC6DA3
NIC_Solyd08g072300 #CC6DA3
Contig106g050050 #CC6DA3
NIC_Solyd10g067230 #CC6DA3
NIC_Solyd09g052610 #CC6DA3
NIC_Solyd10g069870 #CC6DA3
NIC_Solyd10g055800 #CC6DA3
NIC_Solyd10g061680 #CC6DA3
NIC_Solyd02g061210 #CC6DA3
NIC_Solyd02g061220 #CC6DA3
NIC_Solyd02g061240 #CC6DA3
NIC_Solyd02g053140 #CC6DA3
NIC_Solyd02g061190 #CC6DA3
Contig2171g050010 #CC6DA3
NIC_Solyd02g053150 #CC6DA3
NIC_Solyd02g061230 #CC6DA3
NIC_Solyd12g072560 #CC6DA3
NIC_Solyd09g058880 #CC6DA3
NIC_Solyd12g066140 #CC6DA3
NIC_Solyd12g066150 #CC6DA3
MAL_Solyd02g078030 #E0BE68
MAL_Solyd02g078230 #E0BE68
MAL_Solyd06g050210 #E0BE68
MAL_Solyd05g072100 #E0BE68
Contig1754g050010 #E0BE68
MAL_Solyd01g090920 #E0BE68
MAL_Solyd07g072140 #E0BE68
MAL_Solyd10g062620 #E0BE68
MAL_Solyd10g062580 #E0BE68
MAL_Solyd02g064200 #E0BE68
MAL_Solyd01g064120 #E0BE68
MAL_Solyd10g051940 #E0BE68
MAL_Solyd09g062140 #E0BE68
MAL_Solyd03g077080 #E0BE68
MAL_Solyd06g054070 #E0BE68
MAL_Solyd01g077320 #E0BE68
MAL_Solyd03g057370 #E0BE68
MAL_Solyd02g051720 #E0BE68
MAL_Solyd01g064100 #E0BE68
MAL_Solyd02g051740 #E0BE68
MAL_Solyd05g072260 #E0BE68
MAL_Solyd03g051670 #E0BE68
MAL_Solyd02g066290 #E0BE68
Contig2853g050040 #E0BE68
MAL_Solyd02g078210 #E0BE68
MAL_Solyd03g055230 #E0BE68
MAL_Solyd02g064380 #E0BE68
MAL_Solyd02g064210 #E0BE68
MAL_Solyd02g064130 #E0BE68
MAL_Solyd07g069440 #E0BE68
MAL_Solyd02g064190 #E0BE68
MAL_Solyd02g064150 #E0BE68
MAL_Solyd11g071390 #E0BE68
MAL_Solyd12g056870 #E0BE68
MAL_Solyd12g056840 #E0BE68
MAL_Solyd07g075300 #E0BE68
MAL_Solyd03g051080 #E0BE68
MAL_Solyd12g055590 #E0BE68
MAL_Solyd11g055080 #E0BE68
MAL_Solyd02g064110 #E0BE68
MAL_Solyd11g061640 #E0BE68
MAL_Solyd09g063130 #E0BE68
Contig2422g050020 #E0BE68
MAL_Solyd01g088970 #E0BE68
Contig82g050010 #E0BE68
MAL_Solyd11g055140 #E0BE68
MAL_Solyd09g068630 #E0BE68
MAL_Solyd02g080800 #E0BE68
MAL_Solyd03g082680 #E0BE68
MAL_Solyd09g051190 #E0BE68
MAL_Solyd03g062630 #E0BE68
MAL_Solyd05g058920 #E0BE68
Lys_Solyd02g069670 #15E2D7
Contig1329g050010 #15E2D7
Lys_Solyd01g080520 #15E2D7
Lys_Solyd02g077970 #15E2D7
Lys_Solyd07g064000 #15E2D7
Lys_Solyd01g080530 #15E2D7
Lys_Solyd07g064010 #15E2D7
Contig453g050010 #15E2D7
CRL_Solyc07g005100 #917FC9
CRL_Solyc07g005080 #917FC9
CRL_Solyc07g005090 #917FC9
CRL_Solyc07g005110 #917FC9
CRL_Solyc11g072760 #917FC9
CRL_Solyc11g072750 #917FC9
CRL_Solyc11g072830 #917FC9
CRL_Solyc11g005890 #917FC9
GNA_Solyc04g008400 #6B9CD1
GNA_Solyc03g006730 #6B9CD1
GNA_Solyc04g058110 #6B9CD1
GNA_Solyc04g077320 #6B9CD1
GNA_Solyc01g014510 #6B9CD1
GNA_Solyc04g077270 #6B9CD1
GNA_Solyc04g077310 #6B9CD1
